order_id,transaction_date,item_id,item_name,category,price_kes
151,2025-01-12,F06,Garlic Bread,Italian,250
151,2025-01-12,F03,Soda,Beverages,100
151,2025-01-12,F15,Ice Cream,Dessert,250
152,2025-02-05,F05,Margherita Pizza,Italian,900
152,2025-02-05,F14,Chocolate Cake,Dessert,300
153,2025-01-26,F13,Chapati,Local,50
153,2025-01-26,F11,Raita,Indian,100
153,2025-01-26,F09,Green Tea,Beverages,100
153,2025-01-26,F12,Naan Bread,Indian,80
154,2025-01-28,F01,Beef Burger,Fast Food,450
154,2025-01-28,F02,French Fries,Fast Food,200
155,2025-03-16,F15,Ice Cream,Dessert,250
155,2025-03-16,F08,Miso Soup,Japanese,150
155,2025-03-16,F06,Garlic Bread,Italian,250
155,2025-03-16,F03,Soda,Beverages,100
156,2025-05-23,F13,Chapati,Local,50
157,2025-04-10,F11,Raita,Indian,100
157,2025-04-10,F06,Garlic Bread,Italian,250
158,2025-06-23,F14,Chocolate Cake,Dessert,300
158,2025-06-23,F11,Raita,Indian,100
159,2025-06-03,F04,Chicken Wings,Fast Food,500
159,2025-06-03,F02,French Fries,Fast Food,200
159,2025-06-03,F03,Soda,Beverages,100
160,2025-05-02,F08,Miso Soup,Japanese,150
161,2025-05-13,F07,California Roll Sushi,Japanese,700
161,2025-05-13,F08,Miso Soup,Japanese,150
162,2025-06-11,F07,California Roll Sushi,Japanese,700
162,2025-06-11,F08,Miso Soup,Japanese,150
163,2025-02-19,F07,California Roll Sushi,Japanese,700
163,2025-02-19,F08,Miso Soup,Japanese,150
163,2025-02-19,F09,Green Tea,Beverages,100
164,2025-03-08,F15,Ice Cream,Dessert,250
164,2025-03-08,F13,Chapati,Local,50
164,2025-03-08,F09,Green Tea,Beverages,100
165,2025-02-25,F04,Chicken Wings,Fast Food,500
165,2025-02-25,F02,French Fries,Fast Food,200
166,2025-03-07,F15,Ice Cream,Dessert,250
167,2025-01-26,F10,Chicken Biryani,Indian,550
168,2025-04-14,F04,Chicken Wings,Fast Food,500
168,2025-04-14,F15,Ice Cream,Dessert,250
169,2025-04-13,F10,Chicken Biryani,Indian,550
169,2025-04-13,F11,Raita,Indian,100
169,2025-04-13,F12,Naan Bread,Indian,80
170,2025-04-19,F04,Chicken Wings,Fast Food,500
171,2025-01-27,F06,Garlic Bread,Italian,250
171,2025-01-27,F04,Chicken Wings,Fast Food,500
171,2025-01-27,F08,Miso Soup,Japanese,150
171,2025-01-27,F05,Margherita Pizza,Italian,900
171,2025-01-27,F14,Chocolate Cake,Dessert,300
172,2025-01-07,F15,Ice Cream,Dessert,250
173,2025-03-09,F13,Chapati,Local,50
173,2025-03-09,F06,Garlic Bread,Italian,250
173,2025-03-09,F01,Beef Burger,Fast Food,450
173,2025-03-09,F11,Raita,Indian,100
174,2025-03-19,F06,Garlic Bread,Italian,250
174,2025-03-19,F15,Ice Cream,Dessert,250
175,2025-02-09,F05,Margherita Pizza,Italian,900
175,2025-02-09,F06,Garlic Bread,Italian,250
175,2025-02-09,F03,Soda,Beverages,100
176,2025-06-06,F06,Garlic Bread,Italian,250
177,2025-05-20,F06,Garlic Bread,Italian,250
178,2025-01-28,F01,Beef Burger,Fast Food,450
178,2025-01-28,F02,French Fries,Fast Food,200
179,2025-04-08,F01,Beef Burger,Fast Food,450
179,2025-04-08,F08,Miso Soup,Japanese,150
179,2025-04-08,F04,Chicken Wings,Fast Food,500
180,2025-06-15,F01,Beef Burger,Fast Food,450
180,2025-06-15,F02,French Fries,Fast Food,200
180,2025-06-15,F03,Soda,Beverages,100
181,2025-03-24,F04,Chicken Wings,Fast Food,500
181,2025-03-24,F02,French Fries,Fast Food,200
182,2025-04-17,F05,Margherita Pizza,Italian,900
182,2025-04-17,F06,Garlic Bread,Italian,250
183,2025-05-09,F07,California Roll Sushi,Japanese,700
183,2025-05-09,F08,Miso Soup,Japanese,150
183,2025-05-09,F14,Chocolate Cake,Dessert,300
184,2025-06-30,F04,Chicken Wings,Fast Food,500
184,2025-06-30,F02,French Fries,Fast Food,200
185,2025-05-26,F10,Chicken Biryani,Indian,550
185,2025-05-26,F11,Raita,Indian,100
185,2025-05-26,F12,Naan Bread,Indian,80
186,2025-04-19,F10,Chicken Biryani,Indian,550
186,2025-04-19,F11,Raita,Indian,100
186,2025-04-19,F12,Naan Bread,Indian,80
187,2025-05-13,F10,Chicken Biryani,Indian,550
187,2025-05-13,F11,Raita,Indian,100
187,2025-05-13,F12,Naan Bread,Indian,80
188,2025-03-29,F05,Margherita Pizza,Italian,900
188,2025-03-29,F06,Garlic Bread,Italian,250
188,2025-03-29,F03,Soda,Beverages,100
189,2025-03-20,F14,Chocolate Cake,Dessert,300
190,2025-02-06,F15,Ice Cream,Dessert,250
190,2025-02-06,F01,Beef Burger,Fast Food,450
191,2025-05-02,F12,Naan Bread,Indian,80
191,2025-05-02,F06,Garlic Bread,Italian,250
191,2025-05-02,F01,Beef Burger,Fast Food,450
192,2025-03-12,F05,Margherita Pizza,Italian,900
192,2025-03-12,F06,Garlic Bread,Italian,250
192,2025-03-12,F14,Chocolate Cake,Dessert,300
193,2025-03-28,F13,Chapati,Local,50
193,2025-03-28,F07,California Roll Sushi,Japanese,700
194,2025-06-01,F07,California Roll Sushi,Japanese,700
194,2025-06-01,F08,Miso Soup,Japanese,150
194,2025-06-01,F09,Green Tea,Beverages,100
195,2025-01-18,F04,Chicken Wings,Fast Food,500
195,2025-01-18,F02,French Fries,Fast Food,200
196,2025-05-31,F13,Chapati,Local,50
196,2025-05-31,F08,Miso Soup,Japanese,150
196,2025-05-31,F04,Chicken Wings,Fast Food,500
196,2025-05-31,F01,Beef Burger,Fast Food,450
197,2025-03-27,F05,Margherita Pizza,Italian,900
197,2025-03-27,F01,Beef Burger,Fast Food,450
197,2025-03-27,F11,Raita,Indian,100
198,2025-04-25,F13,Chapati,Local,50
198,2025-04-25,F09,Green Tea,Beverages,100
198,2025-04-25,F01,Beef Burger,Fast Food,450
199,2025-06-22,F02,French Fries,Fast Food,200
199,2025-06-22,F05,Margherita Pizza,Italian,900
200,2025-03-13,F04,Chicken Wings,Fast Food,500
200,2025-03-13,F02,French Fries,Fast Food,200
200,2025-03-13,F03,Soda,Beverages,100
201,2025-06-21,F05,Margherita Pizza,Italian,900
201,2025-06-21,F06,Garlic Bread,Italian,250
202,2025-02-15,F07,California Roll Sushi,Japanese,700
202,2025-02-15,F08,Miso Soup,Japanese,150
202,2025-02-15,F09,Green Tea,Beverages,100
203,2025-01-01,F04,Chicken Wings,Fast Food,500
203,2025-01-01,F10,Chicken Biryani,Indian,550
203,2025-01-01,F09,Green Tea,Beverages,100
203,2025-01-01,F02,French Fries,Fast Food,200
204,2025-05-13,F05,Margherita Pizza,Italian,900
204,2025-05-13,F04,Chicken Wings,Fast Food,500
204,2025-05-13,F08,Miso Soup,Japanese,150
205,2025-06-25,F10,Chicken Biryani,Indian,550
205,2025-06-25,F11,Raita,Indian,100
205,2025-06-25,F12,Naan Bread,Indian,80
206,2025-02-27,F07,California Roll Sushi,Japanese,700
206,2025-02-27,F08,Miso Soup,Japanese,150
206,2025-02-27,F09,Green Tea,Beverages,100
207,2025-03-17,F10,Chicken Biryani,Indian,550
207,2025-03-17,F11,Raita,Indian,100
